date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:39:48	20981/20981	---M--	200	added ('OK')	image/png	etag:W/%2220981-1670476799045%22	http://68.178.167.68:8080/res/emb_c_tut/images/c02_p01_i02_code_wo_01_decimal.png	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c02_p01_i02_code_wo_01_decimal.png	(from http://68.178.167.68:8080/res/emb_c_tut/c02_p01.html)
10:40:10	2042/2042	---M--	200	added ('OK')	text/html	etag:W/%222042-1670476799030%22	http://68.178.167.68:8080/res/emb_c_tut/c01_p10.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c01_p10.html	(from http://68.178.167.68:8080/res/emb_c_tut/c01_p11.html)
10:40:10	2228/2228	---M--	200	added ('OK')	text/html	etag:W/%222228-1670476799029%22	http://68.178.167.68:8080/res/emb_c_tut/c01_p04.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c01_p04.html	(from http://68.178.167.68:8080/res/emb_c_tut/c01_p03.html)
10:40:12	3069/3069	---M--	200	added ('OK')	text/html	etag:W/%223069-1670476799032%22	http://68.178.167.68:8080/res/emb_c_tut/c02_p09.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c02_p09.html	(from http://68.178.167.68:8080/res/emb_c_tut/c02_p10.html)
10:40:12	33858/33858	---M--	200	added ('OK')	image/png	etag:W/%2233858-1670476799044%22	http://68.178.167.68:8080/res/emb_c_tut/images/c01_p11_i01_last_byte_latches.png	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c01_p11_i01_last_byte_latches.png	(from http://68.178.167.68:8080/res/emb_c_tut/c01_p11.html)
10:40:34	2006/2006	---M--	200	added ('OK')	text/html	etag:W/%222006-1670476799033%22	http://68.178.167.68:8080/res/emb_c_tut/c03_p05.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c03_p05.html	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p04.html)
10:40:35	1687/1687	---M--	200	added ('OK')	text/html	etag:W/%221687-1670476799029%22	http://68.178.167.68:8080/res/emb_c_tut/c01_p05.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c01_p05.html	(from http://68.178.167.68:8080/res/emb_c_tut/c01_p04.html)
10:40:38	50468/50468	---M--	200	added ('OK')	image/png	etag:W/%2250468-1670476799049%22	http://68.178.167.68:8080/res/emb_c_tut/images/c03_p04_i01_code_clearbit.png	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c03_p04_i01_code_clearbit.png	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p04.html)
10:40:38	14549/14549	---M--	200	added ('OK')	image/png	etag:W/%2214549-1670476799043%22	http://68.178.167.68:8080/res/emb_c_tut/images/c01_p04_i01_code_blink_1_delay.png	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c01_p04_i01_code_blink_1_delay.png	(from http://68.178.167.68:8080/res/emb_c_tut/c01_p04.html)
10:40:38	24965/24965	---M--	200	added ('OK')	image/png	etag:W/%2224965-1670476799049%22	http://68.178.167.68:8080/res/emb_c_tut/images/c03_p03_i01_code_setbit.png	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c03_p03_i01_code_setbit.png	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p03.html)
10:41:00	13962/13962	---M--	200	added ('OK')	image/png	etag:W/%2213962-1670476799044%22	http://68.178.167.68:8080/res/emb_c_tut/images/c01_p10_i01_code_blink_alt_led.png	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c01_p10_i01_code_blink_alt_led.png	(from http://68.178.167.68:8080/res/emb_c_tut/c01_p10.html)
10:41:01	1790/1790	---M--	200	added ('OK')	text/html	etag:W/%221790-1670476799032%22	http://68.178.167.68:8080/res/emb_c_tut/c02_p08.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c02_p08.html	(from http://68.178.167.68:8080/res/emb_c_tut/c02_p09.html)
10:41:01	1763/1763	---M--	200	added ('OK')	text/html	etag:W/%221763-1670476799031%22	http://68.178.167.68:8080/res/emb_c_tut/c02_p03.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c02_p03.html	(from http://68.178.167.68:8080/res/emb_c_tut/c02_p02.html)
10:41:02	1965/1965	---M--	200	added ('OK')	text/html	etag:W/%221965-1670476799033%22	http://68.178.167.68:8080/res/emb_c_tut/c03_p06.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c03_p06.html	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p05.html)
10:41:03	48358/48358	---M--	200	added ('OK')	image/gif	etag:W/%2248358-1670476799044%22	http://68.178.167.68:8080/res/emb_c_tut/images/c01_p10_i02_blink_alt.gif	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c01_p10_i02_blink_alt.gif	(from http://68.178.167.68:8080/res/emb_c_tut/c01_p10.html)
10:41:06	50250/50250	---M--	200	added ('OK')	image/png	etag:W/%2250250-1670476799048%22	http://68.178.167.68:8080/res/emb_c_tut/images/c02_p10_i01_code_eight_quest_ynt.png	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c02_p10_i01_code_eight_quest_ynt.png	(from http://68.178.167.68:8080/res/emb_c_tut/c02_p10.html)
10:41:07	65565/65565	---M--	200	added ('OK')	image/png	etag:W/%2265565-1670476799050%22	http://68.178.167.68:8080/res/emb_c_tut/images/c03_p05_i01_code_togglebit.png	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c03_p05_i01_code_togglebit.png	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p05.html)
10:41:25	16680/16680	---M--	200	added ('OK')	image/png	etag:W/%2216680-1670476799043%22	http://68.178.167.68:8080/res/emb_c_tut/images/c01_p05_i01_code_blink_2_delay.png	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c01_p05_i01_code_blink_2_delay.png	(from http://68.178.167.68:8080/res/emb_c_tut/c01_p05.html)
10:41:25	1802/1802	---M--	200	added ('OK')	text/html	etag:W/%221802-1670476799031%22	http://68.178.167.68:8080/res/emb_c_tut/c02_p04.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c02_p04.html	(from http://68.178.167.68:8080/res/emb_c_tut/c02_p03.html)
10:41:26	19878/19878	---M--	200	added ('OK')	image/png	etag:W/%2219878-1670476799046%22	http://68.178.167.68:8080/res/emb_c_tut/images/c02_p03_i01_code_wo_03_hex.png	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c02_p03_i01_code_wo_03_hex.png	(from http://68.178.167.68:8080/res/emb_c_tut/c02_p03.html)
10:41:27	2389/2389	---M--	200	added ('OK')	text/html	etag:W/%222389-1670476799032%22	http://68.178.167.68:8080/res/emb_c_tut/c02_p07.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c02_p07.html	(from http://68.178.167.68:8080/res/emb_c_tut/c02_p08.html)
10:41:28	1852/1852	---M--	200	added ('OK')	text/html	etag:W/%221852-1670476799034%22	http://68.178.167.68:8080/res/emb_c_tut/c03_p07.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c03_p07.html	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p06.html)
10:41:29	40125/40125	---M--	200	added ('OK')	image/png	etag:W/%2240125-1670476799048%22	http://68.178.167.68:8080/res/emb_c_tut/images/c02_p08_i01_code_eight_quest_yn_live.png	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c02_p08_i01_code_eight_quest_yn_live.png	(from http://68.178.167.68:8080/res/emb_c_tut/c02_p08.html)
10:41:30	2212/2212	---M--	200	added ('OK')	text/html	etag:W/%222212-1670476799029%22	http://68.178.167.68:8080/res/emb_c_tut/c01_p06.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c01_p06.html	(from http://68.178.167.68:8080/res/emb_c_tut/c01_p05.html)
10:41:30	28712/28712	---M--	200	added ('OK')	image/png	etag:W/%2228712-1670476799050%22	http://68.178.167.68:8080/res/emb_c_tut/images/c03_p06_i01_code_count_ones.png	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c03_p06_i01_code_count_ones.png	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p06.html)
10:41:46	4289/4289	---M--	200	added ('OK')	text/html	etag:W/%224289-1670476799030%22	http://68.178.167.68:8080/res/emb_c_tut/c01_p09.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c01_p09.html	(from http://68.178.167.68:8080/res/emb_c_tut/c01_p10.html)
10:41:47	1942/1942	---M--	200	added ('OK')	text/html	etag:W/%221942-1670476799031%22	http://68.178.167.68:8080/res/emb_c_tut/c02_p05.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c02_p05.html	(from http://68.178.167.68:8080/res/emb_c_tut/c02_p04.html)
10:41:48	15145/15145	---M--	200	added ('OK')	image/png	etag:W/%2215145-1670476799046%22	http://68.178.167.68:8080/res/emb_c_tut/images/c02_p04_i01_code_wo_04_for_pow.png	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c02_p04_i01_code_wo_04_for_pow.png	(from http://68.178.167.68:8080/res/emb_c_tut/c02_p04.html)
10:41:48	2676/2676	---M--	200	added ('OK')	text/html	etag:W/%222676-1670476799031%22	http://68.178.167.68:8080/res/emb_c_tut/c02_p06.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c02_p06.html	(from http://68.178.167.68:8080/res/emb_c_tut/c02_p07.html)
10:41:51	59608/59608	---M--	200	added ('OK')	image/png	etag:W/%2259608-1670476799048%22	http://68.178.167.68:8080/res/emb_c_tut/images/c02_p07_i01_code_eight_quest_yn.png	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c02_p07_i01_code_eight_quest_yn.png	(from http://68.178.167.68:8080/res/emb_c_tut/c02_p07.html)
10:42:12	1766/1766	---M--	200	added ('OK')	text/html	etag:W/%221766-1670476799029%22	http://68.178.167.68:8080/res/emb_c_tut/c01_p07.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c01_p07.html	(from http://68.178.167.68:8080/res/emb_c_tut/c01_p06.html)
10:42:16	96964/96964	---M--	200	added ('OK')	image/png	etag:W/%2296964-1670476799051%22	http://68.178.167.68:8080/res/emb_c_tut/images/c03_p07_i01_code_count_ones_advanced.png	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c03_p07_i01_code_count_ones_advanced.png	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p07.html)
10:42:16	41322/41322	---M--	200	added ('OK')	image/png	etag:W/%2241322-1670476799043%22	http://68.178.167.68:8080/res/emb_c_tut/images/c01_p06_i01_one_resistance.png	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c01_p06_i01_one_resistance.png	(from http://68.178.167.68:8080/res/emb_c_tut/c01_p06.html)
10:42:50	37839/37839	---M--	200	added ('OK')	image/png	etag:W/%2237839-1670476799046%22	http://68.178.167.68:8080/res/emb_c_tut/images/c02_p05_i01_code_wo_05_for_hex_shift.png	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c02_p05_i01_code_wo_05_for_hex_shift.png	(from http://68.178.167.68:8080/res/emb_c_tut/c02_p05.html)
10:43:33	1768/1768	---M--	200	added ('OK')	text/html	etag:W/%221768-1670476799034%22	http://68.178.167.68:8080/res/emb_c_tut/c03_p08.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c03_p08.html	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p07.html)
10:43:34	24906/24906	---M--	200	added ('OK')	image/png	etag:W/%2224906-1670476799044%22	http://68.178.167.68:8080/res/emb_c_tut/images/c01_p07_i01_code_table.png	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c01_p07_i01_code_table.png	(from http://68.178.167.68:8080/res/emb_c_tut/c01_p07.html)
10:43:35	26049/26049	---M--	200	added ('OK')	image/png	etag:W/%2226049-1670476799047%22	http://68.178.167.68:8080/res/emb_c_tut/images/c02_p06_i02_code_wz_01_not.png	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/images/c02_p06_i02_code_wz_01_not.png	(from http://68.178.167.68:8080/res/emb_c_tut/c02_p06.html)
10:43:35	1981/1981	---M--	200	added ('OK')	text/html	etag:W/%221981-1670476799034%22	http://68.178.167.68:8080/res/emb_c_tut/c03_p09.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c03_p09.html	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p08.html)
10:43:55	15259/15259	---M--	200	added ('OK')	text/html	etag:W/%2215259-1670476799029%22	http://68.178.167.68:8080/res/emb_c_tut/c01_p08.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c01_p08.html	(from http://68.178.167.68:8080/res/emb_c_tut/c01_p09.html)
10:44:16	2045/2045	---M--	200	added ('OK')	text/html	etag:W/%222045-1670476799034%22	http://68.178.167.68:8080/res/emb_c_tut/c03_p10.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c03_p10.html	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p09.html)
10:44:58	2041/2041	---M--	200	added ('OK')	text/html	etag:W/%222041-1670476799035%22	http://68.178.167.68:8080/res/emb_c_tut/c03_p11.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c03_p11.html	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p10.html)
10:44:59	2926/2926	---M--	200	added ('OK')	text/html	etag:W/%222926-1670476799035%22	http://68.178.167.68:8080/res/emb_c_tut/c03_p12.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c03_p12.html	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p11.html)
10:45:00	3205/3205	---M--	200	added ('OK')	text/html	etag:W/%223205-1670476799035%22	http://68.178.167.68:8080/res/emb_c_tut/c03_p13.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c03_p13.html	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p12.html)
10:45:01	2141/2141	---M--	200	added ('OK')	text/html	etag:W/%222141-1670476799036%22	http://68.178.167.68:8080/res/emb_c_tut/c03_p14.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c03_p14.html	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p13.html)
10:45:02	2022/2022	---M--	200	added ('OK')	text/html	etag:W/%222022-1670476799036%22	http://68.178.167.68:8080/res/emb_c_tut/c03_p15.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c03_p15.html	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p14.html)
10:45:24	2006/2006	---M--	200	added ('OK')	text/html	etag:W/%222006-1670476799036%22	http://68.178.167.68:8080/res/emb_c_tut/c03_p16.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c03_p16.html	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p15.html)
10:45:25	2159/2159	---M--	200	added ('OK')	text/html	etag:W/%222159-1670476799037%22	http://68.178.167.68:8080/res/emb_c_tut/c03_p17.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c03_p17.html	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p16.html)
10:45:26	1739/1739	---M--	200	added ('OK')	text/html	etag:W/%221739-1670476799037%22	http://68.178.167.68:8080/res/emb_c_tut/c03_p18.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c03_p18.html	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p17.html)
10:45:26	1640/1640	---M--	200	added ('OK')	text/html	etag:W/%221640-1670476799038%22	http://68.178.167.68:8080/res/emb_c_tut/c03_p19.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c03_p19.html	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p18.html)
10:45:55	1640/1640	---M--	200	added ('OK')	text/html	etag:W/%221640-1670476799038%22	http://68.178.167.68:8080/res/emb_c_tut/c03_p20.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c03_p20.html	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p19.html)
10:45:56	1640/1640	---M--	200	added ('OK')	text/html	etag:W/%221640-1670476799038%22	http://68.178.167.68:8080/res/emb_c_tut/c03_p21.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c03_p21.html	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p20.html)
10:45:57	1640/1640	---M--	200	added ('OK')	text/html	etag:W/%221640-1670476799039%22	http://68.178.167.68:8080/res/emb_c_tut/c03_p22.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c03_p22.html	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p21.html)
10:45:58	1640/1640	---M--	200	added ('OK')	text/html	etag:W/%221640-1670476799039%22	http://68.178.167.68:8080/res/emb_c_tut/c03_p23.html	C:/My%20Web%20Sites/robio/68.178.167.68_8080/res/emb_c_tut/c03_p23.html	(from http://68.178.167.68:8080/res/emb_c_tut/c03_p22.html)
